Office of the Superintendent of Bankruptcy,,,,,,,,,,,,,,,,,
Business Bankruptcy Statistics by the North American Industry Classification System by Province,,,,,,,,,,,,,,,,,
Year: 2022,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Bureau du surintendent des faillites,,,,,,,,,,,,,,,,,
Statistiques provinciales sur les faillites d'entreprise selon le Système de classification des industries de l'Amerique du Nord,,,,,,,,,,,,,,,,,
Année: 2022,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TYPE,CODE,TITLE,TITRE,"N.L 
T.-N.-L.","N.S. 
N.-É.","P.E.I. 
Î.-P.-É.","N.B. 
N.-B.","QUE. 
QC","ONT. 
ONT.","MAN. 
MAN.","SASK. 
SASK.","ALTA. 
ALB.","B.C. 
C.-B.","N.W.T. 
T.-N.-O.","Y.T. 
YUKON","NUN. 
NUN.","CANADA 
CANADA"
Industry Group / Groupe industriel:,2311,Land Subdivision and Land Development,Lotissement et aménagement de terrains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23111,Land Subdivision and Land Development,Lotissement et aménagement de terrains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231110,Land Subdivision and Land Development,Lotissement et aménagement de terrains,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2312,Building Construction,Construction de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23121,Residential Building Construction,Construction résidentielle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231210,Residential Building Construction,Construction résidentielle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23122,Non-Residential Building Construction,Construction non résidentielle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231220,Non-Residential Building Construction,Construction non résidentielle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2313,Engineering Construction,Travaux de génie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23131,"Highway, Street and Bridge Construction","Construction de routes, de rues et de ponts",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231310,"Highway, Street and Bridge Construction","Construction de routes, de rues et de ponts",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23132,Water and Sewer Construction,Construction d'aqueducs et d'égouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231320,Water and Sewer Construction,Construction d'aqueducs et d'égouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23133,Oil and Gas Pipelines and Related Industrial Complexes Construction,"Construction d'oléoducs, de gazoducs et de complexes industriels connexes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231330,Oil and Gas Pipelines and Related Industrial Complexes Construction,"Construction d'oléoducs, de gazoducs et de complexes industriels connexes",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23139,Other Engineering Construction,Autres travaux de génie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231390,Other Engineering Construction,Autres travaux de génie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2314,Construction Management,Gestion de construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23141,Construction Management,Gestion de construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,231410,Construction Management,Gestion de construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,232,Trade Contracting,Entrepreneurs spécialisés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2321,Site Preparation Work,Préparation du terrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23211,Site Preparation Work,Préparation du terrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232110,Site Preparation Work,Préparation du terrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2322,Building Structure Work,Travaux de gros oeuvre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23221,Forming Work,Coffrage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232210,Forming Work,Coffrage,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23222,Concrete Pouring and Finishing Work,Coulage et finissage du béton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232220,Concrete Pouring and Finishing Work,Coulage et finissage du béton,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23223,Structural Steel and Precast Concrete Erection Work,Montage de charpentes d'acier et mise en place de béton préfabriqué,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232230,Structural Steel and Precast Concrete Erection Work,Montage de charpentes d'acier et mise en place de béton préfabriqué,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23224,Crane Rental Services,Services de location de grues,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232240,Crane Rental Services,Services de location de grues,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23225,Framing and Rough Carpentry Work,Charpenterie et grosse menuiserie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232250,Framing and Rough Carpentry Work,Charpenterie et grosse menuiserie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23229,Other Building Structure Work,Autres travaux de gros oeuvre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232290,Other Building Structure Work,Autres travaux de gros oeuvre,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2323,Building Exterior Finishing Work,Finition extérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23231,Masonry Work,Maçonnerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232310,Masonry Work,Maçonnerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23232,Glass and Glazing Work,Travaux de vitrage et de vitrerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232320,Glass and Glazing Work,Travaux de vitrage et de vitrerie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23233,Roofing and Related Work,Tôlage et travaux de toiture,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232330,Roofing and Related Work,Tôlage et travaux de toiture,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23234,Metallic and Other Siding Work,Pose et réparation de parements métalliques et autres,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232340,Metallic and Other Siding Work,Pose et réparation de parements métalliques et autres,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23239,Other Building Exterior Finishing Work,Autres travaux de finition extérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232390,Other Building Exterior Finishing Work,Autres travaux de finition extérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2324,Building Interior Finishing Work,Finition intérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23241,Drywall and Plaster Work,Plâtrage et installation de cloisons sèches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232410,Drywall and Plaster Work,Plâtrage et installation de cloisons sèches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23242,Terrazzo and Tile Work,Coulage de terrazzo et pose de carreaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232420,Terrazzo and Tile Work,Coulage de terrazzo et pose de carreaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23243,Carpet and Resilient Flooring Work,Pose de tapis et de revêtements de sol résilients,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232430,Carpet and Resilient Flooring Work,Pose de tapis et de revêtements de sol résilients,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23244,Insulation Work,Travaux d'isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232440,Insulation Work,Travaux d'isolation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23245,Building Painting and Paperhanging Work,Travaux de peinture et pose de papier peint,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232450,Building Painting and Paperhanging Work,Travaux de peinture et pose de papier peint,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23246,Finish Carpentry and Wood Flooring Work,Petite menuiserie et parqueterie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232460,Finish Carpentry and Wood Flooring Work,Petite menuiserie et parqueterie,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23249,Other Building Interior Finishing Work,Autres travaux de finition intérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232490,Other Building Interior Finishing Work,Autres travaux de finition intérieure de bâtiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2325,Building Equipment Installation,Installation d'équipements techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23251,Electrical Work,Travaux d'électricité,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232510,Electrical Work,Travaux d'électricité,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23252,"Plumbing, Heating and Air-Conditioning Installation","Plomberie, chauffage et climatisation",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232520,"Plumbing, Heating and Air-Conditioning Installation","Plomberie, chauffage et climatisation",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23253,Automatic Sprinkler System Installation,Installation d'extincteurs automatiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232530,Automatic Sprinkler System Installation,Installation d'extincteurs automatiques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23254,Commercial Refrigeration Installation,Installation d'équipements de réfrigération commerciale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232540,Commercial Refrigeration Installation,Installation d'équipements de réfrigération commerciale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23255,Elevator and Escalator Installation,Installation d'ascenseurs et d'escaliers roulants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232550,Elevator and Escalator Installation,Installation d'ascenseurs et d'escaliers roulants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23259,Other Building Equipment Installation,Installation d'autres équipements techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232590,Other Building Equipment Installation,Installation d'autres équipements techniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2329,Other Special Trade Contracting,Autres entrepreneurs spécialisés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23291,Fencing and Interlocking Stone Contracting,Installation de clôtures et de pavés autobloquants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232910,Fencing and Interlocking Stone Contracting,Installation de clôtures et de pavés autobloquants,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23292,Residential and Commercial Paving Contracting,Pose résidentielle et commerciale de revêtement,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232920,Residential and Commercial Paving Contracting,Pose résidentielle et commerciale de revêtement,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry / Industrie:,23299,All Other Special Trade Contracting,Tous les autres entrepreneurs spécialisés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,232990,All Other Special Trade Contracting,Tous les autres entrepreneurs spécialisés,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub Sector / Sous-secteur:,236,Construction of Buildings,Construction de bâtiments,0,2,0,3,102,35,0,4,13,5,0,0,0,164
Industry Group / Groupe industriel:,2361,Residential Building Construction,Construction résidentielle,0,0,0,3,85,30,0,4,7,5,0,0,0,134
Industry / Industrie:,23611,Residential Building Construction,Construction résidentielle,0,0,0,3,85,30,0,4,7,5,0,0,0,134
National Industry / Industrie nationale:,236110,Residential Building Construction,Construction résidentielle,0,0,0,3,85,30,0,4,7,5,0,0,0,134
Industry Group / Groupe industriel:,2362,Non-residential Building Construction,Construction non résidentielle,0,2,0,0,17,5,0,0,6,0,0,0,0,30
Industry / Industrie:,23621,Industrial Building and Structure Construction,Construction de bâtiments et de structures à usage industriel,0,0,0,0,6,2,0,0,2,0,0,0,0,10
National Industry / Industrie nationale:,236210,Industrial Building and Structure Construction,Construction de bâtiments et de structures à usage industriel,0,0,0,0,6,2,0,0,2,0,0,0,0,10
Industry / Industrie:,23622,Commercial and Institutional Building Construction,Construction de bâtiments à usage commercial et institutionnel,0,2,0,0,11,3,0,0,4,0,0,0,0,20
National Industry / Industrie nationale:,236220,Commercial and Institutional Building Construction,Construction de bâtiments à usage commercial et institutionnel,0,2,0,0,11,3,0,0,4,0,0,0,0,20
Sub Sector / Sous-secteur:,237,Heavy and Civil Engineering Construction,Travaux de génie civil,0,0,0,0,2,3,1,1,3,0,0,0,0,10
Industry Group / Groupe industriel:,2371,Utility System Construction,Construction d'installations de services publics,0,0,0,0,0,2,0,1,2,0,0,0,0,5
Industry / Industrie:,23711,Water and Sewer Line and Related Structures Construction,Construction d'aqueducs et d'égouts et structures connexes,0,0,0,0,0,2,0,1,0,0,0,0,0,3
National Industry / Industrie nationale:,237110,Water and Sewer Line and Related Structures Construction,Construction d'aqueducs et d'égouts et structures connexes,0,0,0,0,0,2,0,1,0,0,0,0,0,3
Industry / Industrie:,23712,Oil and Gas Pipeline and Related Structures Construction,Construction d'oléoducs et de gazoducs et structures connexes,0,0,0,0,0,0,0,0,2,0,0,0,0,2
National Industry / Industrie nationale:,237120,Oil and Gas Pipeline and Related Structures Construction,Construction d'oléoducs et de gazoducs et structures connexes,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Industry / Industrie:,23713,Power and Communication Line and Related Structures Construction,"Construction de lignes de transmission d'énergie électrique et de
télécommunication et structures co",0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Industry / Industrie nationale:,237130,Power and Communication Line and Related Structures Construction,"Construction de lignes de transmission d'énergie électrique et de
télécommunication et structures co",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industry Group / Groupe industriel:,2372,Land Subdivision,Lotissement de terrains,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Industry / Industrie:,23721,Land Subdivision,Lotissement de terrains,0,0,0,0,0,0,1,0,1,0,0,0,0,2
National Industry / Industrie nationale:,237210,Land Subdivision,Lotissement de terrains,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Industry Group / Groupe industriel:,2373,"Highway, Street and Bridge Construction","Construction de routes, de rues et de ponts",0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry / Industrie:,23731,"Highway, Street and Bridge Construction","Construction de routes, de rues et de ponts",0,0,0,0,1,0,0,0,0,0,0,0,0,1
National Industry / Industrie nationale:,237310,"Highway, Street and Bridge Construction","Construction de routes, de rues et de ponts",0,0,0,0,1,0,0,0,0,0,0,0,0,1
Industry Group / Groupe industriel:,2379,Other Heavy and Civil Engineering Construction,Autres travaux de génie civil,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Industry / Industrie:,23799,Other Heavy and Civil Engineering Construction,Autres travaux de génie civil,0,0,0,0,1,1,0,0,0,0,0,0,0,2
National Industry / Industrie nationale:,237990,Other Heavy and Civil Engineering Construction,Autres travaux de génie civil,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Sub Sector / Sous-secteur:,238,Specialty Trade Contractors,Entrepreneurs spécialisés,0,1,0,1,94,53,6,6,10,13,0,0,0,184
Industry Group / Groupe industriel:,2381,"Foundation, Structure, and Building Exterior Contractors","Entrepreneurs en travaux de fondations, de structure, et d'extérieur de
bâtiment",0,0,0,0,18,17,2,2,2,6,0,0,0,47
Industry / Industrie:,23811,Poured Concrete Foundation and Structure Contractors,Entrepreneurs en travaux de fondations et de structure en béton coulé,0,0,0,0,0,2,0,0,1,0,0,0,0,3
National Industry / Industrie nationale:,238110,Poured Concrete Foundation and Structure Contractors,Entrepreneurs en travaux de fondations et de structure en béton coulé,0,0,0,0,0,2,0,0,1,0,0,0,0,3
Industry / Industrie:,23812,Structural Steel and Precast Concrete Contractors,"Entrepreneurs en montage de charpentes d'acier et mise en place de béton
préfabriqué",0,0,0,0,1,1,0,0,1,0,0,0,0,3
National Industry / Industrie nationale:,238120,Structural Steel and Precast Concrete Contractors,"Entrepreneurs en montage de charpentes d'acier et mise en place de béton
préfabriqué",0,0,0,0,1,1,0,0,1,0,0,0,0,3
Industry / Industrie:,23813,Framing Contractors,Entrepreneurs en charpenterie,0,0,0,0,1,2,0,0,0,2,0,0,0,5
National Industry / Industrie nationale:,238130,Framing Contractors,Entrepreneurs en charpenterie,0,0,0,0,1,2,0,0,0,2,0,0,0,5
Industry / Industrie:,23814,Masonry Contractors,Entrepreneurs en travaux de maçonnerie,0,0,0,0,7,3,1,0,0,1,0,0,0,12
National Industry / Industrie nationale:,238140,Masonry Contractors,Entrepreneurs en travaux de maçonnerie,0,0,0,0,7,3,1,0,0,1,0,0,0,12
Industry / Industrie:,23815,Glass and Glazing Contractors,Entrepreneurs en travaux de vitrage et de vitrerie,0,0,0,0,2,0,0,0,0,1,0,0,0,3
National Industry / Industrie nationale:,238150,Glass and Glazing Contractors,Entrepreneurs en travaux de vitrage et de vitrerie,0,0,0,0,2,0,0,0,0,1,0,0,0,3
Industry / Industrie:,23816,Roofing Contractors,Entrepreneurs en travaux de toiture,0,0,0,0,5,6,0,1,0,2,0,0,0,14
National Industry / Industrie nationale:,238160,Roofing Contractors,Entrepreneurs en travaux de toiture,0,0,0,0,5,6,0,1,0,2,0,0,0,14
Industry / Industrie:,23817,Siding Contractors,Entrepreneurs en travaux de parements métalliques,0,0,0,0,0,2,1,0,0,0,0,0,0,3
National Industry / Industrie nationale:,238170,Siding Contractors,Entrepreneurs en travaux de parements métalliques,0,0,0,0,0,2,1,0,0,0,0,0,0,3
Industry / Industrie:,23819,"Other Foundation, Structure and Building Exterior Contractors","Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur
de bâtiment",0,0,0,0,2,1,0,1,0,0,0,0,0,4
National Industry / Industrie nationale:,238190,"Other Foundation, Structure and Building Exterior Contractors","Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur
de bâtiment",0,0,0,0,2,1,0,1,0,0,0,0,0,4
Industry Group / Groupe industriel:,2382,Building Equipment Contractors,Entrepreneurs en installations d'équipements techniques,0,0,0,1,31,13,2,0,5,1,0,0,0,53
Industry / Industrie:,23821,Electrical Contractors,Entrepreneurs en travaux d'électricité,0,0,0,0,9,5,2,0,1,1,0,0,0,18
National Industry / Industrie nationale:,238210,Electrical Contractors,Entrepreneurs en travaux d'électricité,0,0,0,0,9,5,2,0,1,1,0,0,0,18
Industry / Industrie:,23822,"Plumbing, Heating and Air-Conditioning Contractors","Entrepreneurs en plomberie, chauffage et climatisation",0,0,0,1,16,6,0,0,4,0,0,0,0,27
National Industry / Industrie nationale:,238220,"Plumbing, Heating and Air-Conditioning Contractors","Entrepreneurs en plomberie, chauffage et climatisation",0,0,0,1,16,6,0,0,4,0,0,0,0,27
Industry / Industrie:,23829,Other Building Equipment Contractors,Entrepreneurs en installation d'autres équipements techniques,0,0,0,0,6,2,0,0,0,0,0,0,0,8
National Industry / Industrie nationale:,238291,Elevator and Escalator Installation Contractors,Entrepreneurs en installation d'ascenseurs et d'escaliers roulants,0,0,0,0,2,1,0,0,0,0,0,0,0,3
National Industry / Industrie nationale:,238299,All Other Building Equipment Contractors,Entrepreneurs en installation de tout autre équipement technique,0,0,0,0,4,1,0,0,0,0,0,0,0,5
Industry Group / Groupe industriel:,2383,Building Finishing Contractors,Entrepreneurs en travaux de finition de bâtiments,0,1,0,0,22,18,2,3,3,5,0,0,0,54
Industry / Industrie:,23831,Drywall and Insulation Contractors,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,0,1,0,0,3,3,0,3,1,1,0,0,0,12
National Industry / Industrie nationale:,238310,Drywall and Insulation Contractors,Entrepreneurs en installation de cloisons sèches et travaux d'isolation,0,1,0,0,3,3,0,3,1,1,0,0,0,12
Industry / Industrie:,23832,Painting and Wall Covering Contractors,Entrepreneurs en peinture et tapisserie,0,0,0,0,3,5,1,0,1,2,0,0,0,12
National Industry / Industrie nationale:,238320,Painting and Wall Covering Contractors,Entrepreneurs en peinture et tapisserie,0,0,0,0,3,5,1,0,1,2,0,0,0,12
Industry / Industrie:,23833,Flooring Contractors,Entrepreneurs en travaux de revêtements de sol,0,0,0,0,6,1,0,0,0,0,0,0,0,7
National Industry / Industrie nationale:,238330,Flooring Contractors,Entrepreneurs en travaux de revêtements de sol,0,0,0,0,6,1,0,0,0,0,0,0,0,7
